"Company","Date","Followers"
"Gene Guard",2023-01-25,330
"Gene Guard",2023-01-29,330
"Gene Therapy Program | University of Pennsylvania",2023-01-25,11456
"Gene Therapy Program | University of Pennsylvania",2023-01-29,11494
"GeneAdviser",2023-01-25,138
"GeneAdviser",2023-01-29,138
"GeneMatters (Acquired by Genome Medical)",2023-01-25,1420
"GeneMatters (Acquired by Genome Medical)",2023-01-29,1423
"Genedata",2023-01-25,11889
"Genedata",2023-01-29,11913
"Geneious",2023-01-25,2097
"Geneious",2023-01-29,2103
"Genentech",2023-01-25,626891
"Genentech",2023-01-29,627990
"Genentech",2024-07-20,752238
"Geneos Therapeutics",2023-01-25,923
"Geneos Therapeutics",2023-01-29,926
"General Assembly",2020-12-20,135972
"General Assembly",2020-12-25,136170
"General Assembly",2020-12-29,136302
"General Assembly",2021-01-03,136460
"General Assembly",2021-01-06,136636
"General Assembly",2021-01-06,136637
"General Assembly",2021-01-11,136876
"General Assembly",2021-01-15,137222
"General Assembly",2021-01-19,137401
"General Assembly",2021-01-25,137826
"General Assembly",2021-01-30,138249
"General Assembly",2021-01-31,138278
"General Assembly",2021-02-03,138487
"General Assembly",2021-02-07,138876
"General Assembly",2021-02-12,139289
"General Assembly",2021-02-12,139290
"General Assembly",2021-02-17,139532
"General Assembly",2021-02-21,139834
"General Assembly",2021-02-25,140138
"General Assembly",2021-03-01,140408
"General Assembly",2021-03-06,140817
"General Assembly",2021-03-10,141145
"General Assembly",2021-03-16,141476
"General Assembly",2021-03-20,141792
"General Assembly",2021-03-24,142014
"General Assembly",2021-03-24,142016
"General Assembly",2021-03-30,142446
"General Assembly",2021-03-30,NA
"General Assembly",2021-04-06,142844
"General Assembly",2021-04-10,143222
"General Assembly",2021-04-10,143223
"General Assembly",2021-04-15,143605
"General Assembly",2021-04-20,143989
"General Assembly",2021-04-24,144313
"General Assembly",2021-04-28,144650
"General Assembly",2021-05-03,144999
"General Assembly",2021-05-03,145000
"General Assembly",2021-05-07,145333
"General Assembly",2021-05-10,145507
"General Assembly",2021-05-14,145930
"General Assembly",2021-05-21,146407
"General Assembly",2021-05-26,146700
"General Assembly",2021-06-02,147155
"General Assembly",2021-06-09,147531
"General Assembly",2021-06-16,147855
"General Assembly",2021-06-21,148079
"General Assembly",2021-06-29,148569
"General Assembly",2021-07-02,148879
"General Assembly",2021-07-04,148955
"General Assembly",2021-07-09,149248
